RefId,IsBadBuy
73015,0.10833704471588135
73016,0.08917492628097534
73017,0.06592708826065063
73018,0.3220086097717285
73019,0.6070440709590912
73020,0.11982804536819458
73021,0.06330442428588867
73022,0.1678612232208252
73023,0.06134152412414551
73024,0.5702037811279297
73025,0.11708396673202515
73026,0.6450265347957611
73027,0.5632956326007843
73028,0.10330891609191895
73029,0.10603576898574829
73030,0.08020305633544922
73031,0.10601186752319336
73032,0.08572274446487427
73033,0.0626409649848938
73034,0.05879133939743042
73035,0.08730572462081909
73036,0.10581976175308228
73037,0.12176871299743652
73038,0.08194845914840698
73039,0.13574039936065674
73040,0.03779292106628418
73041,0.6399996876716614
73042,0.043176114559173584
73043,0.09425002336502075
73044,0.09038114547729492
73045,0.12745285034179688
73046,0.06259799003601074
73047,0.12997108697891235
73048,0.1370605230331421
73049,0.052395761013031006
73050,0.04718780517578125
73051,0.08730113506317139
73052,0.8619145601987839
73053,0.60374915599823
73054,0.07224524021148682
73055,0.2917080521583557
73056,0.10914027690887451
73057,0.10116851329803467
73058,0.16811060905456543
73059,0.04990494251251221
73060,0.13911962509155273
73061,0.08546268939971924
73062,0.06275564432144165
73063,0.10866343975067139
73064,0.03292405605316162
73065,0.06424546241760254
73066,0.040937185287475586
73067,0.0770755410194397
73068,0.04661613702774048
73069,0.04469531774520874
73070,0.04862469434738159
73071,0.11236637830734253
73072,0.10587626695632935
73073,0.1687414050102234
73074,0.07075846195220947
73075,0.13943910598754883
73076,0.09196430444717407
73077,0.056296348571777344
73078,0.13506460189819336
73079,0.13020694255828857
73080,0.087604820728302
73081,0.12427175045013428
73082,0.059220850467681885
73083,0.062255144119262695
73084,0.06473344564437866
73085,0.08176034688949585
73086,0.2936708331108093
73087,0.08936315774917603
73088,0.08227676153182983
73089,0.15540200471878052
73090,0.1278465986251831
73091,0.07773846387863159
73092,0.063987135887146
73093,0.08956342935562134
73094,0.10101854801177979
73095,0.3195769190788269
73096,0.1007956862449646
73097,0.09809720516204834
73098,0.07355505228042603
73099,0.05003952980041504
73100,0.05502629280090332
73101,0.13574707508087158
73102,0.06614547967910767
73103,0.07409149408340454
73104,0.5803066194057465
73105,0.24698221683502197
73106,0.0997847318649292
73107,0.34148526191711426
73108,0.0750424861907959
73109,0.13742583990097046
73110,0.14299684762954712
73111,0.07959038019180298
73112,0.20376074314117432
73113,0.13066715002059937
73114,0.09394967555999756
73115,0.06409567594528198
73116,0.09558367729187012
73117,0.1322306990623474
73118,0.082694411277771
73119,0.5908206105232239
73120,0.6485000550746918
73121,0.10422879457473755
73122,0.1350906491279602
73123,0.0567818284034729
73124,0.272702157497406
73125,0.057107388973236084
73126,0.17857056856155396
73127,0.11811995506286621
73128,0.16156798601150513
73129,0.09922194480895996
73130,0.045706093311309814
73131,0.09765839576721191
73132,0.12266343832015991
73133,0.054924190044403076
73134,0.1264088749885559
73135,0.08026736974716187
73136,0.11034232378005981
73137,0.6955687403678894
73138,0.18075662851333618
73139,0.0968438982963562
73140,0.8285906910896301
73141,0.09091079235076904
73142,0.1465091109275818
73143,0.21637213230133057
73144,0.06707942485809326
73145,0.10599273443222046
73146,0.16283780336380005
73147,0.08298623561859131
73148,0.07980316877365112
73149,0.0978231430053711
73150,0.09470754861831665
73151,0.21841078996658325
73152,0.03479260206222534
73153,0.11101925373077393
73154,0.21234601736068726
73155,0.0612872838973999
73156,0.05798739194869995
73157,0.09403461217880249
73158,0.0880841612815857
73159,0.13276749849319458
73160,0.6913752257823944
73161,0.1353926658630371
73162,0.8094814866781235
73163,0.12767577171325684
73164,0.17267054319381714
73165,0.17764341831207275
73166,0.09476161003112793
73167,0.06736916303634644
73168,0.03878754377365112
73169,0.29265958070755005
73170,0.07737427949905396
73171,0.10793149471282959
73172,0.17270439863204956
73173,0.08347415924072266
73174,0.08203572034835815
73175,0.12758642435073853
73176,0.07087796926498413
73177,0.10301071405410767
73178,0.1162075400352478
73179,0.04617053270339966
73180,0.08178865909576416
73181,0.1620965600013733
73182,0.06018584966659546
73183,0.18604034185409546
73184,0.05634528398513794
73185,0.1920972466468811
73186,0.09301286935806274
73187,0.11048740148544312
73188,0.08906680345535278
73189,0.08866173028945923
73190,0.1539568305015564
73191,0.7026990950107574
73192,0.7822399437427521
73193,0.06553387641906738
73194,0.21360892057418823
73195,0.06846463680267334
73196,0.07144671678543091
73197,0.6573618948459625
73198,0.04595601558685303
73199,0.08412522077560425
73200,0.13058465719223022
73201,0.16956740617752075
73202,0.626757025718689
73203,0.08980917930603027
73204,0.0768250823020935
73205,0.10963499546051025
73206,0.060944437980651855
73207,0.09446978569030762
73208,0.04404926300048828
73209,0.1264050006866455
73210,0.12023162841796875
73211,0.11523932218551636
73212,0.06477755308151245
73213,0.05824166536331177
73214,0.12464624643325806
73215,0.17372453212738037
73216,0.06735152006149292
73217,0.10598939657211304
73218,0.10029196739196777
73219,0.1495179533958435
73220,0.11162912845611572
73221,0.14949554204940796
73222,0.12349718809127808
73223,0.05738955736160278
73224,0.06590169668197632
73225,0.09868144989013672
73226,0.051579058170318604
73227,0.07294535636901855
73228,0.12815243005752563
73229,0.07457154989242554
73230,0.07581835985183716
73231,0.12489151954650879
73232,0.7356943786144257
73233,0.7384281754493713
73234,0.10236072540283203
73235,0.08136051893234253
73236,0.10187256336212158
73237,0.11240750551223755
73238,0.057237863540649414
73239,0.07812631130218506
73240,0.0852198600769043
73241,0.064089834690094
73242,0.08519643545150757
73243,0.6097105741500854
73244,0.04022270441055298
73245,0.0591578483581543
73246,0.7418979108333588
73247,0.12461835145950317
73248,0.04624813795089722
73249,0.04356199502944946
73250,0.05183309316635132
73251,0.07820439338684082
73252,0.06852960586547852
73253,0.06660234928131104
73254,0.1182258129119873
73255,0.0754472017288208
73256,0.0935705304145813
73257,0.11775767803192139
73258,0.19525176286697388
73259,0.15775084495544434
73260,0.13276946544647217
73261,0.6086835861206055
73262,0.11022382974624634
73263,0.11756807565689087
73264,0.13135462999343872
73265,0.11504572629928589
73266,0.052496373653411865
73267,0.028237462043762207
73268,0.06575095653533936
73269,0.05653834342956543
73270,0.059725284576416016
73271,0.030620694160461426
73272,0.7816706597805023
73273,0.1299372911453247
73274,0.1336328387260437
73275,0.6944966912269592
73276,0.027719557285308838
73277,0.05357784032821655
73278,0.060572683811187744
73279,0.13223052024841309
73280,0.0847775936126709
73281,0.06326949596405029
73282,0.17843711376190186
73283,0.109347403049469
73284,0.20715737342834473
73285,0.16877859830856323
73286,0.68525630235672
73287,0.13947099447250366
73288,0.1369863748550415
73289,0.061633944511413574
73290,0.13083451986312866
73291,0.22150206565856934
73292,0.05564206838607788
73293,0.11602801084518433
73294,0.11126142740249634
73295,0.6744039356708527
73296,0.14177155494689941
73297,0.13570791482925415
73298,0.08915120363235474
73299,0.15631341934204102
73300,0.04013538360595703
73301,0.10863995552062988
73302,0.14045441150665283
73303,0.1386946439743042
73304,0.057619333267211914
73305,0.6865009367465973
73306,0.7921703159809113
73307,0.05697852373123169
73308,0.08041489124298096
73309,0.12766075134277344
73310,0.20099979639053345
73311,0.12148052453994751
73312,0.3098755478858948
73313,0.0651559829711914
73314,0.15828120708465576
73315,0.106586754322052
73316,0.8289462774991989
73317,0.06585347652435303
73318,0.10271114110946655
73319,0.10380744934082031
73320,0.08950865268707275
73321,0.05150020122528076
73322,0.06925028562545776
73323,0.11966168880462646
73324,0.5663822293281555
73325,0.688641369342804
73326,0.6225946247577667
73327,0.07199913263320923
73328,0.08197021484375
73329,0.06820505857467651
73330,0.08475255966186523
73331,0.07673335075378418
73332,0.043590545654296875
73333,0.15944629907608032
73334,0.17705392837524414
73335,0.041694700717926025
73336,0.1656118631362915
73337,0.07927221059799194
73338,0.06375938653945923
73339,0.767757773399353
73340,0.6677325069904327
73341,0.20784544944763184
73342,0.23998254537582397
73343,0.0971270203590393
73344,0.06816470623016357
73345,0.10973209142684937
73346,0.07010436058044434
73347,0.11129069328308105
73348,0.1838015913963318
73349,0.7703694999217987
73350,0.08144497871398926
73351,0.13700425624847412
73352,0.05261510610580444
73353,0.5607919692993164
73354,0.06262606382369995
73355,0.11787259578704834
73356,0.10215932130813599
73357,0.11835527420043945
73358,0.06600761413574219
73359,0.04808622598648071
73360,0.28155291080474854
73361,0.07843488454818726
73362,0.07529288530349731
73363,0.11081677675247192
73364,0.09467422962188721
73365,0.08135908842086792
73366,0.0760113000869751
73367,0.10040146112442017
73368,0.25478994846343994
73369,0.0644063949584961
73370,0.05483293533325195
73371,0.07872062921524048
73372,0.070125579833984375
73373,0.08742624521255493
73374,0.5819822549819946
73375,0.130440354347229
73376,0.23197835683822632
73377,0.1518479585647583
73378,0.12377017736434937
73379,0.06645286083221436
73380,0.0603291392326355
73381,0.14050090312957764
73382,0.0978555679321289
73383,0.14388114213943481
73384,0.1373196244239807
73385,0.08988088369369507
73386,0.0770883560180664
73387,0.04629892110824585
73388,0.05752819776535034
73389,0.1190292239189148
73390,0.08768564462661743
73391,0.05943930149078369
73392,0.1799582839012146
73393,0.05817759037017822
73394,0.13452059030532837
73395,0.07944124937057495
73396,0.17536604404449463
73397,0.0497625470161438
73398,0.056582093238830566
73399,0.0898817777633667
73400,0.31105220317840576
73401,0.08126521110534668
73402,0.15913844108581543
73403,0.1609405279159546
73404,0.1324748396873474
73405,0.20779156684875488
73406,0.06247752904891968
73407,0.5811024308204651
73408,0.05486190319061279
73409,0.07745832204818726
73410,0.08116942644119263
73411,0.06370258331298828
73412,0.1330769658088684
73413,0.05963963270187378
73414,0.5223286151885986
73415,0.043244779109954834
73416,0.058594346046447754
73417,0.7885251194238663
73418,0.7254455089569092
73419,0.8394451588392258
73420,0.0452083945274353
73421,0.15255117416381836
73422,0.7431440055370331
73423,0.11959332227706909
73424,0.8022623807191849
73425,0.13473635911941528
73426,0.10503005981445313
73427,0.029147207736968994
73428,0.02956479787826538
73429,0.1202397346496582
73430,0.07780879735946655
73431,0.1456761360168457
73432,0.06559538841247559
73433,0.11079949140548706
73434,0.09419918060302734
73435,0.09829294681549072
73436,0.10375332832336426
73437,0.08751529455184937
73438,0.06754195690155029
73439,0.08903801441192627
73440,0.571140319108963
73441,0.1049913763999939
73442,0.08147197961807251
73443,0.07143312692642212
73444,0.05620622634887695
